date,symbol,side,currency,underlying,asset_type,price,quantity,commission,fees,stop_loss,profit_target,tags,notes,spread_id
2023-06-05T14:33:56-0400,MESM23,buy,USD,MES,future,4281.0,1.0,0.77,0.0,4290.5,4278.0,MS (A),,5R8WS4pM
2023-06-05T14:34:19-0400,MESM23,buy,USD,MES,future,4278.0,1.0,0.77,0.0,4290.5,4278.0,MS (A),,5R8WS4pM
2023-06-05T14:53:19-0400,MESM23,buy,USD,MES,future,4279.5,1.0,0.77,0.0,4290.5,4278.0,MS (A),,5R8WS4pM
2023-06-05T14:31:09-0400,MESM23,sell,USD,MES,future,4286.0,3.0,2.31,0.0,4290.5,4278.0,MS (A),,5R8WS4pM
2023-12-05T10:25:53-0500,MESZ23,sell,USD,MES,future,4571.5,4.0,2.88,0.0,4568.5,4584.0,ML (A),,5RV47HEG
2023-12-05T10:19:53-0500,MESZ23,buy,USD,MES,future,4572.5,4.0,2.88,0.0,4568.5,4584.0,ML (A),,5RV47HEG
2023-11-13T10:09:00-0500,MESZ23,buy,USD,MES,future,4411.75,1.0,0.77,0.0,4408.5,4429.0,MRL (A),,5vm0hMMc
2023-11-13T10:09:00-0500,MESZ23,buy,USD,MES,future,4411.75,1.0,0.77,0.0,4408.5,4429.0,MRL (A),,5vm0hMMc
2023-11-13T10:46:03-0500,MESZ23,sell,USD,MES,future,4419.0,1.0,0.77,0.0,4408.5,4429.0,MRL (A),,5vm0hMMc
2023-11-13T11:33:07-0500,MESZ23,sell,USD,MES,future,4429.0,1.0,0.77,0.0,4408.5,4429.0,MRL (A),,5vm0hMMc
2023-11-16T10:08:28-0500,MESZ23,sell,USD,MES,future,4519.25,1.0,0.77,0.0,4517.25,4533.0,ML (A+),,6dccGpPr
