date,symbol,side,currency,underlying,asset_type,price,quantity,commission,fees,stop_loss,profit_target,tags,notes,spread_id
2023-11-16T10:15:19-0500,MESZ23,sell,USD,MES,future,4517.25,1.0,0.77,0.0,4517.25,4533.0,ML (A+),,6dccGpPr
2023-11-16T10:15:19-0500,MESZ23,sell,USD,MES,future,4517.25,1.0,0.77,0.0,4517.25,4533.0,ML (A+),,6dccGpPr
2023-11-16T10:09:37-0500,MESZ23,buy,USD,MES,future,4521.25,1.0,0.77,0.0,4517.25,4533.0,ML (A+),,6dccGpPr
2023-11-16T10:08:28-0500,MESZ23,sell,USD,MES,future,4519.25,1.0,0.77,0.0,4517.25,4533.0,ML (A+),,6dccGpPr
2023-11-16T10:09:37-0500,MESZ23,buy,USD,MES,future,4521.25,1.0,0.77,0.0,4517.25,4533.0,ML (A+),,6dccGpPr
2023-11-16T10:05:37-0500,MESZ23,buy,USD,MES,future,4522.75,1.0,0.77,0.0,4517.25,4533.0,ML (A+),,6dccGpPr
2023-11-16T10:05:37-0500,MESZ23,buy,USD,MES,future,4522.75,1.0,0.77,0.0,4517.25,4533.0,ML (A+),,6dccGpPr
2023-08-24T13:13:47-0400,MESU23,sell,USD,MES,future,4413.0,1.0,0.77,0.0,4417.0,4400.0,MS (A+),<br>,6LwpJSna
2023-08-24T14:01:05-0400,MESU23,buy,USD,MES,future,4413.0,1.0,0.77,0.0,4417.0,4400.0,MS (A+),<br>,6LwpJSna
2023-08-24T13:26:50-0400,MESU23,buy,USD,MES,future,4407.5,1.0,0.77,0.0,4417.0,4400.0,MS (A+),<br>,6LwpJSna
2023-08-24T13:13:49-0400,MESU23,sell,USD,MES,future,4413.25,1.0,0.77,0.0,4417.0,4400.0,MS (A+),<br>,6LwpJSna
2023-06-14T10:05:54-0400,MESU23,sell,USD,MES,future,4428.5,1.0,0.77,0.0,4420.25,4432.0,ML (A),,6mUY9HlV
2023-06-14T10:25:13-0400,MESU23,sell,USD,MES,future,4424.75,1.0,0.77,0.0,4420.25,4432.0,ML (A),,6mUY9HlV
2023-06-14T10:11:32-0400,MESU23,sell,USD,MES,future,4427.5,1.0,0.77,0.0,4420.25,4432.0,ML (A),,6mUY9HlV
2023-06-14T09:59:56-0400,MESU23,buy,USD,MES,future,4424.0,3.0,2.31,0.0,4420.25,4432.0,ML (A),,6mUY9HlV
2023-06-15T14:32:30-0400,MESU23,sell,USD,MES,future,4468.25,1.0,0.77,0.0,4458.5,4480.0,"EarlyClose,ML (A)",,6nAHwcVt
2023-06-15T14:22:22-0400,MESU23,buy,USD,MES,future,4462.75,2.0,1.54,0.0,4458.5,4480.0,"EarlyClose,ML (A)",,6nAHwcVt
2023-06-15T14:52:46-0400,MESU23,sell,USD,MES,future,4476.75,1.0,0.77,0.0,4458.5,4480.0,"EarlyClose,ML (A)",,6nAHwcVt
2023-06-02T11:34:31-0400,MESM23,sell,USD,MES,future,4283.75,1.0,0.77,0.0,4270.5,4285.0,ML (A),,6OcaJqhy
2023-06-02T11:00:03-0400,MESM23,sell,USD,MES,future,4279.0,1.0,0.77,0.0,4270.5,4285.0,ML (A),,6OcaJqhy
2023-06-02T10:51:18-0400,MESM23,buy,USD,MES,future,4274.25,3.0,2.31,0.0,4270.5,4285.0,ML (A),,6OcaJqhy
2023-06-02T11:04:11-0400,MESM23,sell,USD,MES,future,4285.0,1.0,0.77,0.0,4270.5,4285.0,ML (A),,6OcaJqhy
2023-11-09T10:07:40-0500,MESZ23,buy,USD,MES,future,4390.0,1.0,0.77,0.0,4404.0,4390.0,MRS (A),<br>,6TTRZEVd
2023-11-09T10:06:11-0500,MESZ23,buy,USD,MES,future,4396.0,1.0,0.77,0.0,4404.0,4390.0,MRS (A),<br>,6TTRZEVd
2023-11-09T10:00:58-0500,MESZ23,sell,USD,MES,future,4400.0,2.0,1.54,0.0,4404.0,4390.0,MRS (A),<br>,6TTRZEVd
2023-07-21T15:59:53-0400,ESU23,buy,USD,ES,future,4564.0,1.0,2.29,0.0,4580.25,4560.0,MS (A+),,7aGuwqKu
2023-07-21T15:22:04-0400,ESU23,sell,USD,ES,future,4568.5,1.0,2.29,0.0,4580.25,4560.0,MS (A+),,7aGuwqKu
2023-04-18T12:50:00-0400,ESM23,buy,USD,ES,future,4177.5,1.0,2.29,0.0,4174.5,4189.0,ML (B),,7BQioFt9
2023-04-18T12:51:32-0400,ESM23,sell,USD,ES,future,4174.5,1.0,2.29,0.0,4174.5,4189.0,ML (B),,7BQioFt9
2023-11-20T10:16:31-0500,MESZ23,sell,USD,MES,future,4538.5,1.0,0.0,0.0,N/A,N/A,,CleanOrder.twconfig,7vrDYkYz
2023-11-20T10:42:25-0500,MESZ23,buy,USD,MES,future,4540.5,1.0,0.0,0.0,N/A,N/A,,CleanOrder.twconfig,7vrDYkYz
2023-11-20T10:16:29-0500,MESZ23,sell,USD,MES,future,4538.5,1.0,0.0,0.0,N/A,N/A,,CleanOrder.twconfig,7vrDYkYz
2023-11-20T10:42:25-0500,MESZ23,buy,USD,MES,future,4540.5,1.0,0.0,0.0,N/A,N/A,,CleanOrder.twconfig,7vrDYkYz
2023-08-25T09:51:53-0400,MESU23,sell,USD,MES,future,4403.75,2.0,1.54,0.0,N/A,N/A,ML (A),,8aVujGfb
2023-08-25T09:45:56-0400,MESU23,buy,USD,MES,future,4406.75,2.0,1.54,0.0,N/A,N/A,ML (A),,8aVujGfb
2023-07-25T14:03:56-0400,ESU23,buy,USD,ES,future,4600.75,1.0,0.0,0.0,4596.75,4608.75,,,8EZ24t1w
2023-07-25T14:38:18-0400,ESU23,sell,USD,ES,future,4606.75,1.0,0.0,0.0,4596.75,4608.75,,,8EZ24t1w
2023-04-10T11:27:01-0400,ESM23,buy,USD,ES,future,4112.75,1.0,2.29,0.0,4116.0,4106.0,"EarlyClose,MRS (A)",,8sRD1zrL
2023-04-10T11:23:56-0400,ESM23,sell,USD,ES,future,4112.75,1.0,2.29,0.0,4116.0,4106.0,"EarlyClose,MRS (A)",,8sRD1zrL
2023-05-17T12:28:51-0400,MESM23,buy,USD,MES,future,4148.75,2.0,1.54,0.0,4148.75,4137.0,MRS (B),,8zII7JUJ
2023-05-17T11:50:00-0400,MESM23,sell,USD,MES,future,4144.5,2.0,1.54,0.0,4148.75,4137.0,MRS (B),,8zII7JUJ
2023-09-11T11:22:26-0400,MESZ23,buy,USD,MES,future,4525.25,2.0,1.54,0.0,4525.25,4511.25,MS (A),,9P7wn5fO
2023-09-11T11:08:07-0400,MESZ23,sell,USD,MES,future,4521.25,2.0,1.54,0.0,4525.25,4511.25,MS (A),,9P7wn5fO
2023-04-21T10:02:58-0400,ESM23,buy,USD,ES,future,4140.25,1.0,2.29,0.0,4148.0,4140.0,"EarlyClose,MS (A)",,9xzBrmOP
2023-04-21T09:59:10-0400,ESM23,sell,USD,ES,future,4144.75,1.0,2.29,0.0,4148.0,4140.0,"EarlyClose,MS (A)",,9xzBrmOP
2023-07-20T13:32:48-0400,ESU23,buy,USD,ES,future,4580.25,1.0,2.29,0.0,N/A,N/A,MS (A),,A1ZN7lwG
2023-07-20T13:09:23-0400,ESU23,sell,USD,ES,future,4576.25,1.0,2.29,0.0,N/A,N/A,MS (A),,A1ZN7lwG
2023-06-07T15:10:18-0400,MESM23,sell,USD,MES,future,4274.0,2.0,1.54,0.0,4274.0,4285.0,MRL (B),,ABzJBgXJ
2023-06-07T15:00:04-0400,MESM23,buy,USD,MES,future,4278.25,2.0,1.54,0.0,4274.0,4285.0,MRL (B),,ABzJBgXJ
2023-12-07T10:08:30-0500,MESZ23,buy,USD,MES,future,4577.5,4.0,2.88,0.0,4577.5,4566.5,MRS (A),,AGdtoStu
2023-12-07T10:02:47-0500,MESZ23,sell,USD,MES,future,4573.0,4.0,2.88,0.0,4577.5,4566.5,MRS (A),,AGdtoStu
2023-08-18T10:30:22-0400,MESU23,buy,USD,MES,future,4360.5,2.0,1.54,0.0,4357.5,4372.0,MRL (A+),<br>,AkK4vLbF
2023-08-18T10:36:35-0400,MESU23,sell,USD,MES,future,4366.25,1.0,0.77,0.0,4357.5,4372.0,MRL (A+),<br>,AkK4vLbF
2023-08-18T11:00:04-0400,MESU23,sell,USD,MES,future,4372.0,1.0,0.77,0.0,4357.5,4372.0,MRL (A+),<br>,AkK4vLbF
2023-07-19T13:08:04-0400,ESU23,sell,USD,ES,future,4592.0,1.0,2.29,0.0,N/A,N/A,MRL (A),,aNQAQqAP
2023-07-19T12:42:54-0400,ESU23,buy,USD,ES,future,4596.0,1.0,2.29,0.0,N/A,N/A,MRL (A),,aNQAQqAP
2023-04-17T11:14:02-0400,ESM23,sell,USD,ES,future,4157.5,1.0,2.29,0.0,4157.5,4166.5,MRL (C),,AraXTfUM
2023-04-17T11:05:51-0400,ESM23,buy,USD,ES,future,4161.0,1.0,2.29,0.0,4157.5,4166.5,MRL (C),,AraXTfUM
2023-10-18T10:37:58-0400,MESZ23,buy,USD,MES,future,4369.0,3.0,2.31,0.0,4380.5,4369.0,MS (A),<br>,AVOutM78
2023-10-18T10:34:40-0400,MESZ23,buy,USD,MES,future,4372.75,2.0,1.54,0.0,4380.5,4369.0,MS (A),<br>,AVOutM78
2023-10-18T10:34:05-0400,MESZ23,sell,USD,MES,future,4374.25,4.0,3.08,0.0,4380.5,4369.0,MS (A),<br>,AVOutM78
2023-10-18T11:01:48-0400,MESZ23,buy,USD,MES,future,4368.5,3.0,2.31,0.0,4380.5,4369.0,MS (A),<br>,AVOutM78
2023-10-18T10:34:05-0400,MESZ23,sell,USD,MES,future,4374.25,4.0,3.08,0.0,4380.5,4369.0,MS (A),<br>,AVOutM78
2023-08-31T10:13:32-0400,MESU23,buy,USD,MES,future,4535.75,2.0,1.54,0.0,4535.75,4515.5,MRS (A),,avUNkl6p
2023-08-31T10:05:30-0400,MESU23,sell,USD,MES,future,4531.75,2.0,1.54,0.0,4535.75,4515.5,MRS (A),,avUNkl6p
2023-11-02T11:24:36-0400,MESZ23,buy,USD,MES,future,4317.25,1.0,0.77,0.0,4313.25,4323.25,ML (A+),SimpleBracket.twconfig,ay2hdN1F
2023-11-02T11:24:36-0400,MESZ23,buy,USD,MES,future,4317.25,1.0,0.77,0.0,4313.25,4323.25,ML (A+),SimpleBracket.twconfig,ay2hdN1F
2023-11-02T11:52:08-0400,MESZ23,sell,USD,MES,future,4317.0,2.0,1.54,0.0,4313.25,4323.25,ML (A+),SimpleBracket.twconfig,ay2hdN1F
2023-06-20T11:00:51-0400,MESU23,buy,USD,MES,future,4421.0,2.0,1.54,0.0,4419.0,4402.0,MS (A+),,B2q0CTEc
2023-06-20T10:57:34-0400,MESU23,buy,USD,MES,future,4419.0,2.0,1.54,0.0,4419.0,4402.0,MS (A+),,B2q0CTEc
2023-06-20T10:58:40-0400,MESU23,sell,USD,MES,future,4417.0,2.0,1.54,0.0,4419.0,4402.0,MS (A+),,B2q0CTEc
2023-06-20T10:54:09-0400,MESU23,sell,USD,MES,future,4415.25,2.0,1.54,0.0,4419.0,4402.0,MS (A+),,B2q0CTEc
2023-12-14T04:09:53-0500,MESH24,buy,USD,MES,future,4771.75,2.0,1.54,0.0,4782.25,4768.0,MRS (A),<br>,b48O8Sxx
2023-12-14T03:58:11-0500,MESH24,buy,USD,MES,future,4774.0,2.0,1.54,0.0,4782.25,4768.0,MRS (A),<br>,b48O8Sxx
2023-12-14T03:34:30-0500,MESH24,sell,USD,MES,future,4778.25,4.0,3.08,0.0,4782.25,4768.0,MRS (A),<br>,b48O8Sxx
2023-06-27T11:26:57-0400,MESU23,sell,USD,MES,future,4389.0,1.0,0.77,0.0,4384.75,4495.0,ML (A),,b69rJtF2
2023-06-27T11:21:40-0400,MESU23,sell,USD,MES,future,4391.0,1.0,0.77,0.0,4384.75,4495.0,ML (A),,b69rJtF2
2023-06-27T11:16:48-0400,MESU23,buy,USD,MES,future,4387.0,2.0,1.54,0.0,4384.75,4495.0,ML (A),,b69rJtF2
2023-06-20T10:14:20-0400,MESU23,sell,USD,MES,future,4429.5,2.0,1.54,0.0,4429.5,4442.25,MRL (B),,B6ZU2Ncm
2023-06-20T10:10:43-0400,MESU23,buy,USD,MES,future,4433.75,2.0,1.54,0.0,4429.5,4442.25,MRL (B),,B6ZU2Ncm
2023-08-25T10:36:49-0400,MESU23,buy,USD,MES,future,4384.0,1.0,0.77,0.0,4395.0,4462.0,MS (B),<br>,bCksy48J
2023-08-25T10:29:16-0400,MESU23,sell,USD,MES,future,4391.0,2.0,1.54,0.0,4395.0,4462.0,MS (B),<br>,bCksy48J
2023-08-25T11:06:18-0400,MESU23,buy,USD,MES,future,4375.0,1.0,0.77,0.0,4395.0,4462.0,MS (B),<br>,bCksy48J
2023-10-27T10:20:38-0400,MESZ23,buy,USD,MES,future,4161.0,2.0,1.54,0.0,4157.0,4175.0,MRL (A),<br>,beb11YzS
2023-10-27T10:39:20-0400,MESZ23,sell,USD,MES,future,4157.0,2.0,1.54,0.0,4157.0,4175.0,MRL (A),<br>,beb11YzS
2023-07-10T10:18:43-0400,ESU23,sell,USD,ES,future,4441.0,1.0,2.29,0.0,4441.0,4450.0,ML (A),,BfdR7iAz
2023-07-10T10:14:19-0400,ESU23,buy,USD,ES,future,4444.0,1.0,2.29,0.0,4441.0,4450.0,ML (A),,BfdR7iAz
2023-09-13T11:50:01-0400,MESZ23,sell,USD,MES,future,4525.5,1.0,0.77,0.0,4521.25,4532.25,ML (A),,BJevfnS9
2023-09-13T11:22:07-0400,MESZ23,buy,USD,MES,future,4524.25,2.0,1.54,0.0,4521.25,4532.25,ML (A),,BJevfnS9
2023-09-13T11:30:27-0400,MESZ23,sell,USD,MES,future,4528.75,1.0,0.77,0.0,4521.25,4532.25,ML (A),,BJevfnS9
2023-12-04T10:02:15-0500,MESZ23,sell,USD,MES,future,4569.5,4.0,2.48,0.0,4569.5,4591.0,MRL (A),,Bme67wU5
2023-12-04T09:42:01-0500,MESZ23,buy,USD,MES,future,4573.5,4.0,2.48,0.0,4569.5,4591.0,MRL (A),,Bme67wU5
2023-09-08T10:35:26-0400,MESU23,buy,USD,MES,future,4473.25,2.0,1.54,0.0,4469.25,4482.0,ML (A),,BMkeUzzY
2023-09-08T10:41:02-0400,MESU23,sell,USD,MES,future,4469.25,2.0,1.54,0.0,4469.25,4482.0,ML (A),,BMkeUzzY
2023-06-28T10:23:09-0400,MESU23,buy,USD,MES,future,4411.75,2.0,1.54,0.0,4408.0,4418.75,"ML (B),Pre-empt",,BpQXit6e
2023-06-28T10:23:48-0400,MESU23,sell,USD,MES,future,4408.0,2.0,1.54,0.0,4408.0,4418.75,"ML (B),Pre-empt",,BpQXit6e
2023-11-22T10:46:00-0500,MESZ23,sell,USD,MES,future,4569.0,1.0,0.77,0.0,4560.5,4571.0,MRL (A),,btgpguWW
2023-11-22T10:29:01-0500,MESZ23,buy,USD,MES,future,4564.5,2.0,1.44,0.0,4560.5,4571.0,MRL (A),,btgpguWW
2023-11-22T10:39:01-0500,MESZ23,sell,USD,MES,future,4571.0,1.0,0.77,0.0,4560.5,4571.0,MRL (A),,btgpguWW
2023-07-14T11:00:36-0400,ESU23,buy,USD,ES,future,4549.0,1.0,2.29,0.0,4545.25,4555.0,MRL (A),,BUwL82mW
2023-07-14T11:37:07-0400,ESU23,sell,USD,ES,future,4555.0,1.0,2.29,0.0,4545.25,4555.0,MRL (A),,BUwL82mW
2023-04-04T14:18:02-0400,ESM23,sell,USD,ES,future,4127.75,1.0,2.29,0.0,4127.75,4142.0,MRL (B),,Bz6cVfYd
2023-04-04T13:48:28-0400,ESM23,buy,USD,ES,future,4130.5,1.0,2.29,0.0,4127.75,4142.0,MRL (B),,Bz6cVfYd
2023-05-31T14:50:47-0400,MESM23,buy,USD,MES,future,4190.0,1.0,0.77,0.0,4182.0,4170.0,MS (A),,bzcA63cv
2023-05-31T14:32:10-0400,MESM23,sell,USD,MES,future,4195.75,2.0,1.54,0.0,4182.0,4170.0,MS (A),,bzcA63cv
2023-05-31T14:55:00-0400,MESM23,buy,USD,MES,future,4192.5,1.0,0.77,0.0,4182.0,4170.0,MS (A),,bzcA63cv
2023-09-11T10:38:53-0400,MESZ23,buy,USD,MES,future,4526.0,2.0,1.54,0.0,4522.0,4536.0,MRL (B),,cb3q7Wuc
2023-09-11T11:01:15-0400,MESZ23,sell,USD,MES,future,4522.0,1.0,0.77,0.0,4522.0,4536.0,MRL (B),,cb3q7Wuc
2023-09-11T10:53:05-0400,MESZ23,sell,USD,MES,future,4531.0,1.0,0.77,0.0,4522.0,4536.0,MRL (B),,cb3q7Wuc
2023-11-13T11:06:02-0500,MESZ23,buy,USD,MES,future,4414.5,2.0,1.54,0.0,4414.5,4400.0,MS (A),,Cc1HkRcE
2023-11-13T10:54:20-0500,MESZ23,sell,USD,MES,future,4410.5,2.0,1.54,0.0,4414.5,4400.0,MS (A),,Cc1HkRcE
2023-10-16T09:51:32-0400,MESZ23,sell,USD,MES,future,4382.25,4.0,3.08,0.0,4386.25,4375.5,MRS (A),<br>,cCOqycDv
2023-10-16T09:51:32-0400,MESZ23,sell,USD,MES,future,4382.25,4.0,3.08,0.0,4386.25,4375.5,MRS (A),<br>,cCOqycDv
2023-10-16T09:53:26-0400,MESZ23,buy,USD,MES,future,4386.25,4.0,3.08,0.0,4386.25,4375.5,MRS (A),<br>,cCOqycDv
2023-10-16T09:53:26-0400,MESZ23,buy,USD,MES,future,4386.25,4.0,3.08,0.0,4386.25,4375.5,MRS (A),<br>,cCOqycDv
2023-05-23T03:55:24-0400,MESM23,buy,USD,MES,future,4204.0,2.0,1.54,0.0,4199.75,4210.0,MRL (B),,cgh85akx
2023-05-23T05:21:58-0400,MESM23,sell,USD,MES,future,4199.75,2.0,1.54,0.0,4199.75,4210.0,MRL (B),,cgh85akx
2023-08-16T09:41:51-0400,MESU23,buy,USD,MES,future,4461.0,2.0,1.54,0.0,4457.0,4469.0,ML (A),<br>,d0huoe1K
2023-08-16T09:49:09-0400,MESU23,sell,USD,MES,future,4465.0,1.0,0.77,0.0,4457.0,4469.0,ML (A),<br>,d0huoe1K
2023-08-16T10:00:06-0400,MESU23,sell,USD,MES,future,4457.0,1.0,0.77,0.0,4457.0,4469.0,ML (A),<br>,d0huoe1K
2023-08-16T15:06:35-0400,MESU23,buy,USD,MES,future,4438.25,2.0,1.54,0.0,4442.25,4430.0,"EarlyClose,MS (A+)",<br>,DnzbeyqD
2023-08-16T14:54:38-0400,MESU23,sell,USD,MES,future,4439.25,2.0,1.54,0.0,4442.25,4430.0,"EarlyClose,MS (A+)",<br>,DnzbeyqD
2023-04-18T10:35:43-0400,ESM23,buy,USD,ES,future,4168.25,1.0,2.29,0.0,4181.75,4166.0,MS (A),,DPps4Zfo
2023-04-18T10:25:13-0400,ESM23,sell,USD,ES,future,4178.0,1.0,2.29,0.0,4181.75,4166.0,MS (A),,DPps4Zfo
2023-09-19T10:32:04-0400,MESZ23,sell,USD,MES,future,4477.0,2.0,1.54,0.0,4481.0,4468.0,MS (A+),,dsoubu3x
2023-09-19T10:39:06-0400,MESZ23,buy,USD,MES,future,4471.5,1.0,0.77,0.0,4481.0,4468.0,MS (A+),,dsoubu3x
2023-09-19T11:03:06-0400,MESZ23,buy,USD,MES,future,4468.0,1.0,0.77,0.0,4481.0,4468.0,MS (A+),,dsoubu3x
2023-12-01T10:14:05-0500,MESZ23,sell,USD,MES,future,4573.5,4.0,2.4,0.0,4573.5,4597.5,ML (A),,dXKze1ca
2023-12-01T10:06:26-0500,MESZ23,buy,USD,MES,future,4577.5,4.0,2.4,0.0,4573.5,4597.5,ML (A),,dXKze1ca
2023-05-25T03:06:33-0400,MESM23,sell,USD,MES,future,4147.0,2.0,1.54,0.0,4150.0,4139.75,MRS (A),,dZToi83C
2023-05-25T03:31:48-0400,MESM23,sell,USD,MES,future,4142.0,1.0,0.77,0.0,4150.0,4139.75,MRS (A),,dZToi83C
2023-05-25T03:35:08-0400,MESM23,buy,USD,MES,future,4139.25,4.0,3.08,0.0,4150.0,4139.75,MRS (A),,dZToi83C
2023-05-25T03:34:54-0400,MESM23,sell,USD,MES,future,4139.5,1.0,0.77,0.0,4150.0,4139.75,MRS (A),,dZToi83C
2023-10-20T10:09:49-0400,MESZ23,buy,USD,MES,future,4281.25,4.0,3.08,0.0,4293.75,4255.0,MS (A+),<br>,e0DIgv2L
2023-10-20T10:50:00-0400,MESZ23,buy,USD,MES,future,4268.75,2.0,1.54,0.0,4293.75,4255.0,MS (A+),<br>,e0DIgv2L
2023-10-20T10:03:21-0400,MESZ23,sell,USD,MES,future,4287.75,8.0,6.16,0.0,4293.75,4255.0,MS (A+),<br>,e0DIgv2L
2023-10-20T10:11:31-0400,MESZ23,buy,USD,MES,future,4277.0,2.0,1.54,0.0,4293.75,4255.0,MS (A+),<br>,e0DIgv2L
2023-05-12T12:02:43-0400,MESM23,sell,USD,MES,future,4133.5,1.0,0.77,0.0,4137.25,4115.0,MS (A),,E3FS0Py6
2023-05-12T12:33:02-0400,MESM23,buy,USD,MES,future,4124.0,1.0,0.77,0.0,4137.25,4115.0,MS (A),,E3FS0Py6
2023-09-27T10:54:02-0400,MESZ23,buy,USD,MES,future,4308.0,2.0,1.54,0.0,4321.5,4308.0,MS (A),<br>,E99cYsOM
2023-09-27T10:43:18-0400,MESZ23,sell,USD,MES,future,4318.25,4.0,3.08,0.0,4321.5,4308.0,MS (A),<br>,E99cYsOM
2023-09-27T10:51:24-0400,MESZ23,buy,USD,MES,future,4312.0,2.0,1.54,0.0,4321.5,4308.0,MS (A),<br>,E99cYsOM
2023-08-14T11:41:51-0400,MESU23,sell,USD,MES,future,4498.75,1.0,0.77,0.0,4489.5,44506.0,ML (A+),<br>,ECL7pbIo
2023-08-14T12:03:09-0400,MESU23,buy,USD,MES,future,4498.25,1.0,0.77,0.0,4489.5,44506.0,ML (A+),<br>,ECL7pbIo
2023-08-14T12:09:24-0400,MESU23,sell,USD,MES,future,4496.25,2.0,1.54,0.0,4489.5,44506.0,ML (A+),<br>,ECL7pbIo
2023-08-14T11:15:55-0400,MESU23,buy,USD,MES,future,4493.5,2.0,1.54,0.0,4489.5,44506.0,ML (A+),<br>,ECL7pbIo
2023-06-08T10:40:38-0400,MESM23,buy,USD,MES,future,4279.5,3.0,2.31,0.0,4275.5,4292.0,ML (A),,ekDHdJl7
2023-06-08T10:46:55-0400,MESM23,sell,USD,MES,future,4284.0,1.0,0.77,0.0,4275.5,4292.0,ML (A),,ekDHdJl7
2023-06-08T11:01:51-0400,MESM23,sell,USD,MES,future,4284.5,1.0,0.77,0.0,4275.5,4292.0,ML (A),,ekDHdJl7
2023-06-08T12:02:19-0400,MESM23,sell,USD,MES,future,4283.5,1.0,0.77,0.0,4275.5,4292.0,ML (A),,ekDHdJl7
2023-08-21T10:56:54-0400,MESU23,buy,USD,MES,future,4387.75,2.0,1.54,0.0,N/A,N/A,MS (A),<br>,erLlUEBg
2023-08-21T10:44:36-0400,MESU23,sell,USD,MES,future,4387.5,2.0,1.54,0.0,N/A,N/A,MS (A),<br>,erLlUEBg
2023-04-10T11:19:22-0400,ESM23,sell,USD,ES,future,4113.0,1.0,2.29,0.0,4115.75,4106.0,"EarlyClose,MRS (A)",,F4IbRRHV
2023-04-10T11:21:51-0400,ESM23,buy,USD,ES,future,4114.75,1.0,2.29,0.0,4115.75,4106.0,"EarlyClose,MRS (A)",,F4IbRRHV
2023-08-17T09:45:31-0400,MESU23,buy,USD,MES,future,4426.0,1.0,0.77,0.0,4434.25,4420.25,MRS (A),<br>,F7DvV1Uj
2023-08-17T09:36:17-0400,MESU23,sell,USD,MES,future,4430.25,2.0,1.54,0.0,4434.25,4420.25,MRS (A),<br>,F7DvV1Uj
2023-08-17T09:55:22-0400,MESU23,buy,USD,MES,future,4420.5,1.0,0.77,0.0,4434.25,4420.25,MRS (A),<br>,F7DvV1Uj
2023-04-19T11:11:57-0400,ESM23,buy,USD,ES,future,4170.25,1.0,2.29,0.0,4168.25,4180.0,ML (A),,f9AMAZbf
2023-04-19T11:22:54-0400,ESM23,sell,USD,ES,future,4168.25,1.0,2.29,0.0,4168.25,4180.0,ML (A),,f9AMAZbf
2023-08-18T10:06:10-0400,MESU23,sell,USD,MES,future,4360.0,2.0,1.54,0.0,4361.5,4376.0,MRL (C),<br>,fdzyAhXt
2023-08-18T10:05:10-0400,MESU23,buy,USD,MES,future,4364.0,2.0,1.54,0.0,4361.5,4376.0,MRL (C),<br>,fdzyAhXt
2023-05-04T10:42:17-0400,MESM23,buy,USD,MES,future,4071.75,1.0,0.77,0.0,4067.25,4085.0,"LateEntry,MRL (B)",,FJtfdsZI
2023-05-04T10:45:46-0400,MESM23,sell,USD,MES,future,4067.25,1.0,0.77,0.0,4067.25,4085.0,"LateEntry,MRL (B)",,FJtfdsZI
2023-12-19T13:08:08-0500,MESH24,sell,USD,MES,future,4810.5,2.0,1.54,0.0,4800.5,4823.0,ML (A+),<br>,FoKc2Hw1
2023-12-19T09:47:17-0500,MESH24,buy,USD,MES,future,4804.5,4.0,3.08,0.0,4800.5,4823.0,ML (A+),<br>,FoKc2Hw1
2023-12-19T10:25:47-0500,MESH24,sell,USD,MES,future,4812.0,2.0,1.54,0.0,4800.5,4823.0,ML (A+),<br>,FoKc2Hw1
2023-04-03T11:16:50-0400,ESM23,buy,USD,ES,future,4131.75,1.0,2.29,0.0,4127.75,N/A,"EarlyClose,MRL (A)",,fphFsyRF
2023-04-03T11:28:45-0400,ESM23,sell,USD,ES,future,4133.75,1.0,2.29,0.0,4127.75,N/A,"EarlyClose,MRL (A)",,fphFsyRF
2023-05-24T10:20:56-0400,MESM23,sell,USD,MES,future,4124.5,3.0,2.31,0.0,4128.25,4115.0,MS (A+),,fqqvEoiE
2023-05-24T10:52:50-0400,MESM23,buy,USD,MES,future,4120.75,2.0,1.54,0.0,4128.25,4115.0,MS (A+),,fqqvEoiE
2023-05-24T11:08:45-0400,MESM23,buy,USD,MES,future,4122.25,1.0,0.77,0.0,4128.25,4115.0,MS (A+),,fqqvEoiE
2023-07-25T11:22:17-0400,ESU23,buy,USD,ES,future,4590.75,1.0,0.0,0.0,4590.75,4983.5,,,Fu3lkl0h
2023-07-25T10:47:06-0400,ESU23,sell,USD,ES,future,4587.75,1.0,0.0,0.0,4590.75,4983.5,,,Fu3lkl0h
2023-05-30T11:57:12-0400,MESM23,buy,USD,MES,future,4220.0,3.0,2.31,0.0,4115.25,4232.0,MRL (A),,G1AJVbBo
2023-05-30T12:05:38-0400,MESM23,sell,USD,MES,future,4215.0,3.0,2.31,0.0,4115.25,4232.0,MRL (A),,G1AJVbBo
2023-11-08T10:12:12-0500,MESZ23,sell,USD,MES,future,4398.5,1.0,0.77,0.0,N/A,N/A,MRS (A),,Gbd27vJR
2023-11-08T10:12:12-0500,MESZ23,sell,USD,MES,future,4398.5,1.0,0.77,0.0,N/A,N/A,MRS (A),,Gbd27vJR
2023-11-08T10:35:10-0500,MESZ23,buy,USD,MES,future,4392.75,1.0,0.77,0.0,N/A,N/A,MRS (A),,Gbd27vJR
2023-11-08T10:45:23-0500,MESZ23,buy,USD,MES,future,4397.75,1.0,0.77,0.0,N/A,N/A,MRS (A),,Gbd27vJR
